"definition","freq"
"gotta",6.09356977004514
"small",6.09356977004514
"running",6.0913098820777
"mouse",6.08677472691231
"kitty",6.08221891037645
"song",6.08221891037645
"heard",6.07764224334903
"apple",6.07073772800249
"actually",6.06610809010375
"fingers",6.06610809010375
"butter",6.06378520868761
"easy",6.06145691892802
"twenty",6.0591231955818
"bought",6.05678401322862
"couple",6.05678401322862
"microphone",6.05678401322862
"brother",6.05208916892442
"snow",6.04263283368238
"brilliant",6.03548143252476
"set",6.03548143252476
"letter",6.0330862217988
"rest",6.0330862217988
"behind",6.02586597382531
"fast",6.02586597382531
"naughty",6.02586597382531
"anymore",6.02102334934953
"awful",6.01859321449623
"broke",6.01859321449623
"forgot",6.01615715969835
"word",6.01615715969835
"beautiful",6.0137151560428
"once",6.01126717440416
"few",6.00881318544259
"june",6.00881318544259
"looked",6.00635315960173
"likes",6.00388706710654
"pig",6.00388706710654
"sleeping",6.00388706710654
"wheels",6.00388706710654
"lion",6.00141487796115
"lost",5.99645208861902
"mm",5.99396142730657
"pants",5.99396142730657
"cars",5.98141421125448
"means",5.98141421125448
"best",5.97126183979046
"bread",5.96870755998537
"nursery",5.96870755998537
"cookie",5.96614673912369
"far",5.95842469302978
"choo",5.95583736946483
"bottle",5.95324333428778
"hasn't",5.94803498918065
"wonder",5.94803498918065
"airplane",5.94542060860658
"bottom",5.94542060860658
"count",5.94542060860658
"rabbit",5.9427993751267
"santa",5.9427993751267
"spoon",5.9427993751267
"ta",5.9427993751267
"ears",5.94017125272043
"monkey",5.94017125272043
"bath",5.93753620508243
"doctor",5.92958914338989
"sister",5.92958914338989
"egg",5.92692602597041
"store",5.92692602597041
"each",5.92157841964382
"jump",5.92157841964382
"elephant",5.91889385427315
"happen",5.91889385427315
"park",5.91889385427315
"brush",5.91620206260743
"pen",5.91350300563827
"where'd",5.91079664404053
"darling",5.90536184805457
"pieces",5.90536184805457
"slide",5.90263333340137
"holding",5.89164421182577
"days",5.88887795833288
"working",5.88887795833288
"kiss",5.8805329864007
"started",5.8805329864007
"chocolate",5.87773578177964
"upstairs",5.87773578177964
"stuck",5.87211778947542
"mom",5.86929691313377
"taste",5.86929691313377
"pete",5.8664680569333
"thanks",5.8636311755981
"number",5.86078622346587
"paint",5.86078622346587
"wheel",5.86078622346587
"ate",5.85793315448346
"cookies",5.85507192220243
"plate",5.85220247977447
"friends",5.84643877505772
"jack",5.84643877505772
"shoe",5.84354441703136
"able",5.8406416573734
"mr",5.83773044716594
"o'clock",5.83188247728352
"thirty",5.83188247728352
"bathroom",5.82894561761021
"change",5.82894561761021
"hope",5.82894561761021
"dress",5.82304589548302
"ran",5.82008293035236
"ring",5.82008293035236
"legs",5.8171111599632
"tony",5.8171111599632
"understand",5.81413053182507
"phone",5.8111409929767
"high",5.80814248998044
"pardon",5.80814248998044
"button",5.80513496891649
"jason",5.80211837537706
"special",5.79909265446053
"doll",5.79605775076537
"god",5.79605775076537
"how's",5.79301360838414
"t",5.78996017089725
"dolly",5.78689738136671
"summer",5.78689738136671
"sick",5.78382518232974
"tractor",5.78074351579233
"alone",5.77765232322266
"tie",5.77765232322266
"marky",5.77455154554441
"standing",5.77455154554441
"forget",5.76519110278484
"sugar",5.76205138278018
"flowers",5.75890177387728
"road",5.75890177387728
"dad",5.75574221358691
"meat",5.75574221358691
"carl",5.75257263882563
"puzzle",5.75257263882563
"its",5.74939298590825
"aw",5.74620319054015
"matthew",5.74620319054015
"eric",5.73979291217923
"asked",5.73657229747919
"teddy",5.73657229747919
"times",5.73657229747919
"warm",5.73657229747919
"anybody",5.73334127689775
"such",5.73009978297357
"balloon",5.7268477475872
"full",5.7268477475872
"mad",5.7268477475872
"sound",5.72358510195238
"fly",5.72031177660741
"gosh",5.72031177660741
"guy",5.72031177660741
"guys",5.71702770140622
"late",5.71042701737487
"needs",5.71042701737487
"usually",5.71042701737487
"years",5.71042701737487
"shut",5.70711026474888
"welcome",5.70711026474888
"zoo",5.70711026474888
"air",5.7037824746562
"bill",5.7037824746562
"care",5.7037824746562
"record",5.7037824746562
"telling",5.7037824746562
"words",5.70044357339069
"roll",5.6970934865054
"nap",5.6937321388027
"telephone",5.6937321388027
"cry",5.69035945432406
"eye",5.69035945432406
"sounds",5.69035945432406
"farm",5.68357976733868
"jenny",5.68357976733868
"nope",5.68357976733868
"weeks",5.68357976733868
"b",5.67675380226828
"drive",5.67675380226828
"glass",5.67675380226828
"somewhere",5.67675380226828
"d",5.67332326717149
"dry",5.66642668811243
"early",5.66642668811243
"hang",5.66642668811243
"mess",5.66642668811243
"since",5.66642668811243
"bike",5.66296048013595
"quiet",5.66296048013595
"wipe",5.66296048013595
"knock",5.65599181081985
"lives",5.65248918026865
"living",5.65248918026865
"animal",5.64897423816121
"sandwich",5.64897423816121
"conor",5.64544689764324
"beach",5.64190707093811
"happening",5.64190707093811
"string",5.64190707093811
"straight",5.63478960316925
"tail",5.63478960316925
"person",5.63121178182137
"friday",5.62401750618734
"learn",5.62401750618734
"babies",5.62040086571715
"leg",5.62040086571715
"quick",5.62040086571715
"tiny",5.61677109766657
"ursula",5.61677109766657
"seat",5.61312810638807
"works",5.61312810638807
"miss",5.60947179518496
"till",5.60947179518496
"block",5.605802066296
"knows",5.605802066296
"excuse",5.6021188208797
"knew",5.59842195899838
"hum",5.59471137960184
"machine",5.59471137960184
"sun",5.59471137960184
"ago",5.59098698051086
"arm",5.59098698051086
"dogs",5.59098698051086
"frog",5.59098698051086
"turned",5.59098698051086
"baby's",5.5834963087817
"e",5.5834963087817
"saturday",5.5834963087817
"letters",5.57972982598622
"c",5.57594910314632
"boom",5.57215403217776
"lying",5.57215403217776
"sunday",5.57215403217776
"tall",5.57215403217776
"they'll",5.57215403217776
"pocket",5.56452040732269
"graeme",5.56068163101553
"heavy",5.56068163101553
"mhm",5.55295958492162
"swimming",5.55295958492162
"wind",5.54907608489522
"nobody",5.54517744447956
"along",5.53733426701854
"problem",5.52942908751142
"thinking",5.52942908751142
"clock",5.52545293913178
"fraser",5.52545293913178
"giving",5.52545293913178
"television",5.52545293913178
"believe",5.52146091786225
"busy",5.52146091786225
"candy",5.52146091786225
"samantha",5.52146091786225
"hurry",5.51745289646471
"wood",5.51745289646471
"m",5.51342874616498
"supper",5.51342874616498
"pretend",5.50938833662798
"teacher",5.50938833662798
"without",5.50938833662798
"hour",5.50533153593236
"socks",5.50533153593236
"weren't",5.50533153593236
"yup",5.50533153593236
"apart",5.50125821054473
"barbara",5.50125821054473
"writing",5.50125821054473
"bedroom",5.4971682252932
"mummy's",5.4971682252932
"closed",5.49306144334055
"feed",5.49306144334055
"games",5.49306144334055
"that'll",5.49306144334055
"turtle",5.49306144334055
"walking",5.49306144334055
"joey",5.48893772615669
"whatever",5.48893772615669
"instead",5.48479693349065
"steven",5.48063892334199
"suppose",5.48063892334199
"circle",5.47227067367148
"job",5.47227067367148
"takes",5.47227067367148
"balls",5.46806014113513
"missed",5.46806014113513
"mum",5.46806014113513
"riding",5.46806014113513
"waiting",5.46806014113513
"wall",5.46806014113513
"bowl",5.46383180502561
"bye-bye",5.45958551414416
"line",5.45958551414416
"michelle",5.45958551414416
"middle",5.45958551414416
"soup",5.4553211153577
"cover",5.4510384535657
"karen",5.4510384535657
"sylvia",5.4510384535657
"hiding",5.44673737166631
"someone",5.44673737166631
"mike",5.44241771052179
"most",5.44241771052179
"myself",5.4380793089232
"cook",5.43372200355424
"carry",5.42934562895444
"sleepy",5.42934562895444
"stairs",5.42934562895444
"terrible",5.42934562895444
"father",5.4249500174814
"they've",5.4249500174814
"uncle",5.4249500174814
"building",5.42053499927229
"drop",5.42053499927229
"mary",5.42053499927229
"check",5.41610040220442
"ear",5.41610040220442
"eggs",5.41610040220442
"p",5.41610040220442
"course",5.41164605185504
"dark",5.41164605185504
"grass",5.41164605185504
"jumping",5.41164605185504
"pink",5.41164605185504
"wearing",5.41164605185504
"worry",5.41164605185504
"class",5.40717177146012
"toast",5.40267738187228
"afternoon",5.39816270151775
"played",5.39816270151775
"engine",5.39362754635236
"favorite",5.39362754635236
"marie",5.39362754635236
"peanut",5.39362754635236
"caught",5.3890717298165
"robin",5.3890717298165
"present",5.38449506278909
"derwood",5.37989735354046
"easter",5.37989735354046
"boots",5.37527840768417
"colors",5.37527840768417
"trouble",5.37527840768417
"ann",5.37063802812766
"cards",5.37063802812766
"kathryn",5.37063802812766
"board",5.36597601502185
"indeed",5.36597601502185
"rachel",5.36597601502185
"reading",5.36597601502185
"dance",5.36129216570943
"colour",5.35658627467201
"exactly",5.35658627467201
"glad",5.35658627467201
"loves",5.35658627467201
"mama",5.35658627467201
"men",5.35658627467201
"TRUE",5.35658627467201
"afraid",5.35185813347607
"dolls",5.34710753071747
"grow",5.34233425196481
"garden",5.33753807970132
"shouldn't",5.33753807970132
"tongue",5.33753807970132
"card",5.33271879326537
"dropped",5.33271879326537
"chairs",5.32787616878958
"corner",5.32787616878958
"gorgeous",5.32787616878958
"grandma",5.32787616878958
"steve",5.32787616878958
"buttons",5.32300997913841
"cowboy",5.32300997913841
"fight",5.32300997913841
"near",5.32300997913841
"pulling",5.32300997913841
"downstairs",5.31811999384422
"monster",5.31811999384422
"football",5.31320597904179
"smell",5.30826769740121
"watching",5.30826769740121
"gabriella",5.30330490805908
"h",5.29831736654804
"kim",5.29831736654804
"tower",5.29831736654804
"upside",5.29831736654804
"investigator",5.29330482472449
"lift",5.29330482472449
"she'd",5.29330482472449
"spell",5.29330482472449
"clever",5.28826703069454
"turning",5.28826703069454
"fixed",5.28320372873799
"hah",5.28320372873799
"whether",5.28320372873799
"cats",5.27811465923052
"driving",5.27811465923052
"bang",5.27299955856375
"basket",5.27299955856375
"birds",5.27299955856375
"dancing",5.27299955856375
"strong",5.27299955856375
"lucky",5.26785815906333
"patsy",5.26785815906333
"short",5.26785815906333
"boo",5.26269018890489
"hide",5.26269018890489
"mrs",5.26269018890489
"n",5.26269018890489
"picked",5.26269018890489
"wake",5.26269018890489
"washing",5.26269018890489
"also",5.25749537202778
"scissors",5.25749537202778
"sheep",5.25749537202778
"snake",5.25749537202778
"bugs",5.25227342804663
"pop",5.25227342804663
"cha",5.24702407216049
"climb",5.24702407216049
"cute",5.24702407216049
"months",5.24702407216049
"wish",5.24702407216049
"claus",5.24174701505964
"pot",5.24174701505964
"ain't",5.23644196282995
"toilet",5.23644196282995
"pram",5.23110861685459
"shopping",5.23110861685459
"asleep",5.2257466737132
"family",5.2257466737132
"loud",5.2257466737132
"past",5.2257466737132
"clown",5.22035582507832
"cows",5.22035582507832
"he'd",5.22035582507832
"ow",5.22035582507832
"suit",5.22035582507832
"woof",5.22035582507832
"flower",5.21493575760899
"mister",5.21493575760899
"rain",5.21493575760899
"square",5.21493575760899
"kid",5.20948615284142
"moving",5.20948615284142
"sad",5.20948615284142
"bridge",5.2040066870768
"g",5.2040066870768
"horses",5.2040066870768
"interesting",5.2040066870768
"trees",5.19849703126583
"eleven",5.19295685089021
"garbage",5.19295685089021
"jacket",5.19295685089021
"town",5.19295685089021
"between",5.18738580584075
"cereal",5.18738580584075
"lois",5.18738580584075
"nana",5.18738580584075
"empty",5.18178355029209
"monday",5.18178355029209
"r",5.18178355029209
"spill",5.18178355029209
"glasses",5.17614973257383
"granny",5.17048399503815
"crayons",5.16478597392351
"star",5.16478597392351
"across",5.15905529921453
"biscuits",5.15905529921453
"garage",5.15905529921453
"sore",5.15905529921453
"lose",5.15329159449778
"step",5.15329159449778
"tummy",5.15329159449778
"ach",5.14749447681345
"knee",5.14749447681345
"nearly",5.14749447681345
"purple",5.14749447681345
"sky",5.14749447681345
"dead",5.14166355650266
"ho",5.14166355650266
"music",5.14166355650266
"neat",5.14166355650266
"patrick",5.14166355650266
"pigs",5.14166355650266
"rather",5.14166355650266
"kneeling",5.13579843705026
"pour",5.13579843705026
"hers",5.12989871492307
"hurts",5.12989871492307
"singing",5.12989871492307
"teach",5.12989871492307
"drinking",5.12396397940326
"hundred",5.12396397940326
"sat",5.12396397940326
"houses",5.11799381241676
"moon",5.11799381241676
"refrigerator",5.11799381241676
"shop",5.11799381241676
"yea",5.11799381241676
"falling",5.11198778835654
"favourite",5.11198778835654
"horrible",5.11198778835654
"potty",5.11198778835654
"raining",5.11198778835654
"scared",5.11198778835654
"arms",5.10594547390058
"chris",5.10594547390058
"gerry",5.10594547390058
"julia",5.10594547390058
"miffy",5.10594547390058
"tunnel",5.10594547390058
"age",5.0998664278242
"difference",5.0998664278242
"mickey",5.0998664278242
"mirror",5.0998664278242
"won",5.0998664278242
"pat",5.09375020080676
"rice",5.09375020080676
"roof",5.09375020080676
"diaper",5.08759633523238
"joe",5.08759633523238
"papa",5.08759633523238
"pie",5.08759633523238
"smartie",5.08759633523238
"easier",5.08140436498446
"fat",5.08140436498446
"fork",5.08140436498446
"hospital",5.08140436498446
"lisa",5.08140436498446
"twelve",5.08140436498446
"auntie",5.07517381523383
"bubbles",5.07517381523383
"cool",5.07517381523383
"difficult",5.07517381523383
"dinosaur",5.07517381523383
"holes",5.07517381523383
"keys",5.07517381523383
"sake",5.07517381523383
"sally",5.07517381523383
"beans",5.06890420222023
"body",5.06890420222023
"comb",5.06890420222023
"knocked",5.06890420222023
"quack",5.06890420222023
"screw",5.06890420222023
"size",5.06890420222023
"snack",5.06890420222023
"w",5.06890420222023
"gum",5.06259503302697
"race",5.06259503302697
"save",5.06259503302697
"anthony",5.05624580534831
"case",5.05624580534831
"kent",5.05624580534831
"thursday",5.05624580534831
"rock",5.04985600724954
"sink",5.04985600724954
"woman",5.04985600724954
"anywhere",5.04342511691925
"ducks",5.04342511691925
"kay",5.04342511691925
"potato",5.04342511691925
"john",5.03695260241363
"moo",5.03695260241363
"older",5.03695260241363
"pulled",5.03695260241363
"reach",5.03695260241363
"voice",5.03695260241363
"world",5.03695260241363
"circus",5.03043792139244
"da",5.03043792139244
"stuart",5.03043792139244
"umbrella",5.03043792139244
"banana",5.02388052084628
"ground",5.02388052084628
"donkey",5.01727983681492
"reason",5.01727983681492
"sand",5.01727983681492
"swim",5.01727983681492
"tried",5.01727983681492
"wednesday",5.01727983681492
"everyone",5.01063529409626
"point",5.01063529409626
"potatoes",5.01063529409626
"share",5.01063529409626
"cups",5.00394630594546
"dirt",5.00394630594546
"dragon",5.00394630594546
"pool",5.00394630594546
"threw",5.00394630594546
"names",4.99721227376411
"pee",4.99721227376411
"remi",4.99721227376411
"space",4.99721227376411
"aunt",4.99043258677874
"cracker",4.99043258677874
