"cue","target","link"
"boots","cake",0
"button","cake",0
"coat","cake",0
"diaper","cake",0
"dress","cake",0
"gloves","cake",0
"hat","cake",0
"jacket","cake",0
"jeans","cake",0
"mittens","cake",0
"necklace","cake",0
"pajamas","cake",0
"pants","cake",0
"scarf","cake",0
"shirt","cake",0
"shoe","cake",0
"shorts","cake",0
"slipper","cake",0
"sneaker","cake",0
"snowsuit","cake",0
"sock","cake",0
"sweater","cake",0
"tights","cake",0
"underpants","cake",0
"zipper","cake",0
"ankle","cake",0
"arm","cake",0
"belly button","cake",0
"buttocks","cake",0
"cheek","cake",0
"chin","cake",0
"ear","cake",0
"eye","cake",0
"face","cake",0
"finger","cake",0
"foot","cake",0
"hair","cake",0
"hand","cake",0
"head","cake",0
"knee","cake",0
"leg","cake",0
"lips","cake",0
"mouth","cake",0
"nose","cake",0
"owie","cake",0
"penis","cake",0
"shoulder","cake",0
"toe","cake",0
"tongue","cake",0
"tooth","cake",0
"tummy","cake",0
"vagina","cake",0
"basket","cake",0
"blanket","cake",0
"bottle","cake",0
"bowl","cake",0
"box","cake",0
"broom","cake",0
"brush","cake",0
"bucket","cake",0
"camera","cake",0
"can","cake",0
"clock","cake",0
"comb","cake",0
"cup","cake",0
"dish","cake",0
"fork","cake",0
"garbage","cake",0
"glass","cake",0
"glasses","cake",0
"hammer","cake",0
"jar","cake",0
"keys","cake",0
"knife","cake",0
"lamp","cake",0
"light","cake",0
"medicine","cake",0
"money","cake",0
"mop","cake",0
"nail","cake",0
"napkin","cake",0
"paper","cake",0
"penny","cake",0
"picture","cake",0
"pillow","cake",0
"plant","cake",0
"plate","cake",0
"purse","cake",0
"radio","cake",0
"scissors","cake",0
"soap","cake",0
"spoon","cake",0
"tape","cake",0
"telephone","cake",0
"tissue","cake",0
"toothbrush","cake",0
"towel","cake",0
"trash","cake",0
"tray","cake",0
"vacuum","cake",0
"walker","cake",0
"watch","cake",0
"basement","cake",0
"bathroom","cake",0
"bathtub","cake",0
"bed","cake",0
"bedroom","cake",0
"bench","cake",0
"chair","cake",0
"closet","cake",0
"couch","cake",0
"crib","cake",0
"door","cake",0
"drawer","cake",0
"dryer","cake",0
"garage","cake",0
"high chair","cake",0
"kitchen","cake",0
"living room","cake",0
"oven","cake",0
"play pen","cake",0
"porch","cake",0
"potty","cake",0
"rocking chair","cake",0
"refrigerator","cake",0
"room","cake",0
"shower","cake",0
"sink","cake",0
"sofa","cake",0
"stairs","cake",0
"stove","cake",0
"table","cake",0
"TV","cake",0
"window","cake",0
"washing machine","cake",0
"backyard","cake",0
"cloud","cake",0
"flag","cake",0
"flower","cake",0
"garden","cake",0
"grass","cake",0
"hose","cake",0
"ladder","cake",0
"lawn mower","cake",0
"moon","cake",0
"pool","cake",0
"rain","cake",0
"rock","cake",0
"roof","cake",0
"sandbox","cake",0
"shovel","cake",0
"sidewalk","cake",0
"sky","cake",0
"slide","cake",0
"snow","cake",0
"snowman","cake",0
"sprinkler","cake",0
"star","cake",0
"stick","cake",0
"stone","cake",0
"street","cake",0
"sun","cake",0
"swing","cake",0
"tree","cake",0
"water","cake",0
"wind","cake",0
"alligator","candy",0
"animal","candy",0
"ant","candy",0
"bear","candy",0
"bee","candy",0
"bird","candy",0
"bug","candy",0
"bunny","candy",0
"butterfly","candy",0
"cat","candy",0
"chicken","candy",0
"cow","candy",0
"deer","candy",0
"dog","candy",0
"donkey","candy",0
"duck","candy",0
"elephant","candy",0
"fish","candy",0
"frog","candy",0
"giraffe","candy",0
"goose","candy",0
"hen","candy",0
"horse","candy",0
"kitty","candy",0
"lamb","candy",0
"lion","candy",0
"monkey","candy",0
"moose","candy",0
"mouse","candy",0
"owl","candy",0
"penguin","candy",0
"pig","candy",0
"pony","candy",0
"puppy","candy",0
"rooster","candy",0
"sheep","candy",0
"squirrel","candy",0
"teddybear","candy",0
"tiger","candy",0
"turkey","candy",0
"turtle","candy",0
"wolf","candy",0
"zebra","candy",0
"airplane","candy",0
"bicycle","candy",0
"boat","candy",0
"bus","candy",0
"car","candy",0
"firetruck","candy",0
"helicopter","candy",0
"motorcycle","candy",0
"sled","candy",0
"stroller","candy",0
"tractor","candy",0
"train","candy",0
"tricycle","candy",0
"truck","candy",0
"ball","candy",0
"balloon","candy",0
"bat","candy",0
"block","candy",0
"book","candy",0
"bubbles","candy",0
"chalk","candy",0
"crayon","candy",0
"doll","candy",0
"game","candy",0
"glue","candy",0
"pen","candy",0
"pencil","candy",0
"play dough","candy",0
"present","candy",0
"puzzle","candy",0
"story","candy",0
"toy","candy",0
"apple","candy",0
"applesauce","candy",0
"banana","candy",0
"beans","candy",0
"bread","candy",0
"butter","candy",0
"cake","candy",0
"candy","candy",0
"carrots","candy",0
"cereal","candy",0
"cheerios","candy",0
"cheese","candy",0
"chicken","candy",0
"chocolate","candy",1
"coffee","candy",0
"coke","candy",0
"cookie","candy",1
"corn","candy",0
"cracker","candy",0
"donut","candy",0
"drink","candy",0
"egg","candy",0
"fish","candy",0
"food","candy",0
"french fries","candy",0
"grapes","candy",0
"green beans","candy",0
"gum","candy",1
"hamburger","candy",0
"ice","candy",0
"ice cream","candy",1
"jello","candy",0
"jelly","candy",0
"juice","candy",0
"lollipop","candy",1
"meat","candy",0
"melon","candy",0
"milk","candy",0
"muffin","candy",0
"noodles","candy",0
"nuts","candy",0
"orange","candy",0
"pancake","candy",0
"peas","candy",0
"peanut butter","candy",0
"pickle","candy",0
"pizza","candy",0
"popcorn","candy",0
"popsicle","candy",0
"potato chip","candy",0
"potato","candy",0
"pretzel","candy",0
"pudding","candy",0
"pumpkin","candy",0
"raisin","candy",0
"salt","candy",0
"sandwich","candy",0
"sauce","candy",0
"soda","candy",0
"soup","candy",0
"spaghetti","candy",0
"strawberry","candy",0
"toast","candy",0
"tuna","candy",0
"vanilla","candy",0
"vitamins","candy",0
"water","candy",0
"yogurt","candy",0
"beads","candy",0
"belt","candy",0
"bib","candy",0
"boots","candy",0
"button","candy",0
"coat","candy",0
"diaper","candy",0
"dress","candy",0
"gloves","candy",0
"hat","candy",0
"jacket","candy",0
"jeans","candy",0
"mittens","candy",0
"necklace","candy",0
"pajamas","candy",0
"pants","candy",0
"scarf","candy",0
"shirt","candy",0
"shoe","candy",0
"shorts","candy",0
"slipper","candy",0
"sneaker","candy",0
"snowsuit","candy",0
"sock","candy",0
"sweater","candy",0
"tights","candy",0
"underpants","candy",0
"zipper","candy",0
"ankle","candy",0
"arm","candy",0
"belly button","candy",0
"buttocks","candy",0
"cheek","candy",0
"chin","candy",0
"ear","candy",0
"eye","candy",0
"face","candy",0
"finger","candy",0
"foot","candy",0
"hair","candy",0
"hand","candy",0
"head","candy",0
"knee","candy",0
"leg","candy",0
"lips","candy",0
"mouth","candy",0
"nose","candy",0
"owie","candy",0
"penis","candy",0
"shoulder","candy",0
"toe","candy",0
"tongue","candy",0
"tooth","candy",0
"tummy","candy",0
"vagina","candy",0
"basket","candy",0
"blanket","candy",0
"bottle","candy",0
"bowl","candy",0
"box","candy",0
"broom","candy",0
"brush","candy",0
"bucket","candy",0
"camera","candy",0
"can","candy",0
"clock","candy",0
"comb","candy",0
"cup","candy",0
"dish","candy",0
"fork","candy",0
"garbage","candy",0
"glass","candy",0
"glasses","candy",0
"hammer","candy",0
"jar","candy",0
"keys","candy",0
"knife","candy",0
"lamp","candy",0
"light","candy",0
"medicine","candy",0
"money","candy",0
"mop","candy",0
"nail","candy",0
"napkin","candy",0
"paper","candy",0
"penny","candy",0
"picture","candy",0
"pillow","candy",0
"plant","candy",0
"plate","candy",0
"purse","candy",0
"radio","candy",0
"scissors","candy",0
"soap","candy",0
"spoon","candy",0
"tape","candy",0
"telephone","candy",0
"tissue","candy",0
"toothbrush","candy",0
"towel","candy",0
"trash","candy",0
"tray","candy",0
"vacuum","candy",0
"walker","candy",0
"watch","candy",0
"basement","candy",0
"bathroom","candy",0
"bathtub","candy",0
"bed","candy",0
"bedroom","candy",0
"bench","candy",0
"chair","candy",0
"closet","candy",0
"couch","candy",0
"crib","candy",0
"door","candy",0
"drawer","candy",0
"dryer","candy",0
"garage","candy",0
"high chair","candy",0
"kitchen","candy",0
"living room","candy",0
"oven","candy",0
"play pen","candy",0
"porch","candy",0
"potty","candy",0
"rocking chair","candy",0
"refrigerator","candy",0
"room","candy",0
"shower","candy",0
"sink","candy",0
"sofa","candy",0
"stairs","candy",0
"stove","candy",0
"table","candy",0
"TV","candy",0
"window","candy",0
"washing machine","candy",0
"backyard","candy",0
"cloud","candy",0
"flag","candy",0
"flower","candy",0
"garden","candy",0
"grass","candy",0
"hose","candy",0
"ladder","candy",0
"lawn mower","candy",0
"moon","candy",0
"pool","candy",0
"rain","candy",0
"rock","candy",0
"roof","candy",0
"sandbox","candy",0
"shovel","candy",0
"sidewalk","candy",0
"sky","candy",0
"slide","candy",0
"snow","candy",0
"snowman","candy",0
"sprinkler","candy",0
"star","candy",0
"stick","candy",1
"stone","candy",0
"street","candy",0
"sun","candy",0
"swing","candy",0
"tree","candy",0
"water","candy",0
"wind","candy",0
"alligator","carrots",0
"animal","carrots",0
"ant","carrots",0
"bear","carrots",0
"bee","carrots",0
"bird","carrots",0
"bug","carrots",0
"bunny","carrots",0
"butterfly","carrots",0
"cat","carrots",0
"chicken","carrots",0
"cow","carrots",0
"deer","carrots",0
"dog","carrots",0
"donkey","carrots",0
"duck","carrots",0
"elephant","carrots",0
"fish","carrots",0
"frog","carrots",0
"giraffe","carrots",0
"goose","carrots",0
"hen","carrots",0
"horse","carrots",0
"kitty","carrots",0
"lamb","carrots",0
"lion","carrots",0
"monkey","carrots",0
"moose","carrots",0
"mouse","carrots",0
"owl","carrots",0
"penguin","carrots",0
"pig","carrots",0
"pony","carrots",0
"puppy","carrots",0
"rooster","carrots",0
"sheep","carrots",0
"squirrel","carrots",0
"teddybear","carrots",0
"tiger","carrots",0
"turkey","carrots",0
"turtle","carrots",0
"wolf","carrots",0
"zebra","carrots",0
"airplane","carrots",0
"bicycle","carrots",0
"boat","carrots",0
"bus","carrots",0
"car","carrots",0
"firetruck","carrots",0
"helicopter","carrots",0
"motorcycle","carrots",0
"sled","carrots",0
"stroller","carrots",0
"tractor","carrots",0
"train","carrots",0
"tricycle","carrots",0
"truck","carrots",0
"ball","carrots",0
"balloon","carrots",0
"bat","carrots",0
"block","carrots",0
"book","carrots",0
"bubbles","carrots",0
"chalk","carrots",0
"crayon","carrots",0
"doll","carrots",0
"game","carrots",0
"glue","carrots",0
"pen","carrots",0
"pencil","carrots",0
"play dough","carrots",0
"present","carrots",0
"puzzle","carrots",0
"story","carrots",0
"toy","carrots",0
"apple","carrots",0
"applesauce","carrots",0
"banana","carrots",0
"beans","carrots",0
"bread","carrots",0
"butter","carrots",0
"cake","carrots",0
"candy","carrots",0
"carrots","carrots",0
"cereal","carrots",0
"cheerios","carrots",0
"cheese","carrots",0
"chicken","carrots",0
"chocolate","carrots",0
"coffee","carrots",0
"coke","carrots",0
"cookie","carrots",0
"corn","carrots",0
"cracker","carrots",0
"donut","carrots",0
"drink","carrots",0
"egg","carrots",0
"fish","carrots",0
"food","carrots",0
"french fries","carrots",0
"grapes","carrots",0
"green beans","carrots",0
"gum","carrots",0
"hamburger","carrots",0
"ice","carrots",0
"ice cream","carrots",0
"jello","carrots",0
"jelly","carrots",0
"juice","carrots",0
"lollipop","carrots",0
"meat","carrots",0
"melon","carrots",0
"milk","carrots",0
"muffin","carrots",0
"noodles","carrots",0
"nuts","carrots",0
"orange","carrots",0
"pancake","carrots",0
"peas","carrots",1
"peanut butter","carrots",0
"pickle","carrots",0
"pizza","carrots",0
"popcorn","carrots",0
"popsicle","carrots",0
"potato chip","carrots",0
"potato","carrots",0
"pretzel","carrots",0
"pudding","carrots",0
"pumpkin","carrots",0
"raisin","carrots",0
"salt","carrots",0
"sandwich","carrots",0
"sauce","carrots",0
"soda","carrots",0
"soup","carrots",0
"spaghetti","carrots",0
"strawberry","carrots",0
"toast","carrots",0
"tuna","carrots",0
"vanilla","carrots",0
"vitamins","carrots",0
"water","carrots",0
"yogurt","carrots",0
"beads","carrots",0
"belt","carrots",0
"bib","carrots",0
"boots","carrots",0
"button","carrots",0
"coat","carrots",0
"diaper","carrots",0
"dress","carrots",0
"gloves","carrots",0
"hat","carrots",0
"jacket","carrots",0
"jeans","carrots",0
"mittens","carrots",0
"necklace","carrots",0
"pajamas","carrots",0
"pants","carrots",0
"scarf","carrots",0
"shirt","carrots",0
"shoe","carrots",0
"shorts","carrots",0
"slipper","carrots",0
"sneaker","carrots",0
"snowsuit","carrots",0
"sock","carrots",0
"sweater","carrots",0
"tights","carrots",0
"underpants","carrots",0
"zipper","carrots",0
"ankle","carrots",0
"arm","carrots",0
"belly button","carrots",0
"buttocks","carrots",0
"cheek","carrots",0
"chin","carrots",0
"ear","carrots",0
"eye","carrots",0
"face","carrots",0
"finger","carrots",0
"foot","carrots",0
"hair","carrots",0
"hand","carrots",0
"head","carrots",0
"knee","carrots",0
"leg","carrots",0
"lips","carrots",0
"mouth","carrots",0
"nose","carrots",0
"owie","carrots",0
"penis","carrots",0
"shoulder","carrots",0
"toe","carrots",0
"tongue","carrots",0
"tooth","carrots",0
"tummy","carrots",0
"vagina","carrots",0
"basket","carrots",0
"blanket","carrots",0
"bottle","carrots",0
"bowl","carrots",0
"box","carrots",0
"broom","carrots",0
"brush","carrots",0
"bucket","carrots",0
"camera","carrots",0
"can","carrots",0
"clock","carrots",0
"comb","carrots",0
"cup","carrots",0
"dish","carrots",0
"fork","carrots",0
"garbage","carrots",0
"glass","carrots",0
"glasses","carrots",0
"hammer","carrots",0
"jar","carrots",0
"keys","carrots",0
"knife","carrots",0
"lamp","carrots",0
"light","carrots",0
"medicine","carrots",0
"money","carrots",0
"mop","carrots",0
"nail","carrots",0
"napkin","carrots",0
"paper","carrots",0
"penny","carrots",0
"picture","carrots",0
"pillow","carrots",0
"plant","carrots",0
"plate","carrots",0
"purse","carrots",0
"radio","carrots",0
"scissors","carrots",0
"soap","carrots",0
"spoon","carrots",0
"tape","carrots",0
"telephone","carrots",0
"tissue","carrots",0
"toothbrush","carrots",0
"towel","carrots",0
"trash","carrots",0
"tray","carrots",0
"vacuum","carrots",0
"walker","carrots",0
"watch","carrots",0
"basement","carrots",0
"bathroom","carrots",0
"bathtub","carrots",0
"bed","carrots",0
"bedroom","carrots",0
"bench","carrots",0
"chair","carrots",0
"closet","carrots",0
"couch","carrots",0
"crib","carrots",0
"door","carrots",0
"drawer","carrots",0
"dryer","carrots",0
"garage","carrots",0
"high chair","carrots",0
"kitchen","carrots",0
"living room","carrots",0
"oven","carrots",0
"play pen","carrots",0
"porch","carrots",0
"potty","carrots",0
"rocking chair","carrots",0
"refrigerator","carrots",0
"room","carrots",0
"shower","carrots",0
"sink","carrots",0
"sofa","carrots",0
"stairs","carrots",0
"stove","carrots",0
"table","carrots",0
"TV","carrots",0
"window","carrots",0
"washing machine","carrots",0
"backyard","carrots",0
"cloud","carrots",0
"flag","carrots",0
"flower","carrots",0
"garden","carrots",0
"grass","carrots",0
"hose","carrots",0
"ladder","carrots",0
"lawn mower","carrots",0
"moon","carrots",0
"pool","carrots",0
"rain","carrots",0
"rock","carrots",0
"roof","carrots",0
"sandbox","carrots",0
"shovel","carrots",0
"sidewalk","carrots",0
"sky","carrots",0
"slide","carrots",0
"snow","carrots",0
"snowman","carrots",0
"sprinkler","carrots",0
"star","carrots",0
"stick","carrots",0
"stone","carrots",0
"street","carrots",0
"sun","carrots",0
"swing","carrots",0
"tree","carrots",0
"water","carrots",0
"wind","carrots",0
"alligator","cereal",0
"animal","cereal",0
"ant","cereal",0
"bear","cereal",0
"bee","cereal",0
"bird","cereal",0
"bug","cereal",0
"bunny","cereal",0
"butterfly","cereal",0
"cat","cereal",0
"chicken","cereal",0
"cow","cereal",0
"deer","cereal",0
"dog","cereal",0
"donkey","cereal",0
"duck","cereal",0
"elephant","cereal",0
"fish","cereal",0
"frog","cereal",0
"giraffe","cereal",0
"goose","cereal",0
"hen","cereal",0
"horse","cereal",0
"kitty","cereal",0
"lamb","cereal",0
"lion","cereal",0
"monkey","cereal",0
"moose","cereal",0
"mouse","cereal",0
"owl","cereal",0
"penguin","cereal",0
"pig","cereal",0
"pony","cereal",0
"puppy","cereal",0
"rooster","cereal",0
"sheep","cereal",0
"squirrel","cereal",0
"teddybear","cereal",0
"tiger","cereal",0
"turkey","cereal",0
"turtle","cereal",0
"wolf","cereal",0
"zebra","cereal",0
"airplane","cereal",0
"bicycle","cereal",0
"boat","cereal",0
"bus","cereal",0
"car","cereal",0
"firetruck","cereal",0
"helicopter","cereal",0
"motorcycle","cereal",0
"sled","cereal",0
"stroller","cereal",0
"tractor","cereal",0
"train","cereal",0
"tricycle","cereal",0
"truck","cereal",0
"ball","cereal",0
"balloon","cereal",0
"bat","cereal",0
"block","cereal",0
"book","cereal",0
"bubbles","cereal",0
"chalk","cereal",0
"crayon","cereal",0
"doll","cereal",0
"game","cereal",0
"glue","cereal",0
"pen","cereal",0
"pencil","cereal",0
"play dough","cereal",0
"present","cereal",0
"puzzle","cereal",0
"story","cereal",0
"toy","cereal",0
"apple","cereal",0
"applesauce","cereal",0
"banana","cereal",0
"beans","cereal",0
"bread","cereal",0
"butter","cereal",0
"cake","cereal",0
"candy","cereal",0
"carrots","cereal",0
"cereal","cereal",0
"cheerios","cereal",0
"cheese","cereal",0
"chicken","cereal",0
"chocolate","cereal",0
"coffee","cereal",0
"coke","cereal",0
"cookie","cereal",0
"corn","cereal",0
"cracker","cereal",0
"donut","cereal",0
"drink","cereal",0
"egg","cereal",0
"fish","cereal",0
"food","cereal",0
"french fries","cereal",0
"grapes","cereal",0
"green beans","cereal",0
"gum","cereal",0
"hamburger","cereal",0
"ice","cereal",0
"ice cream","cereal",0
"jello","cereal",0
"jelly","cereal",0
"juice","cereal",0
"lollipop","cereal",0
"meat","cereal",0
"melon","cereal",0
"milk","cereal",1
"muffin","cereal",0
"noodles","cereal",0
"nuts","cereal",0
"orange","cereal",0
"pancake","cereal",0
"peas","cereal",0
"peanut butter","cereal",0
"pickle","cereal",0
"pizza","cereal",0
"popcorn","cereal",0
"popsicle","cereal",0
"potato chip","cereal",0
"potato","cereal",0
"pretzel","cereal",0
"pudding","cereal",0
"pumpkin","cereal",0
"raisin","cereal",1
"salt","cereal",0
"sandwich","cereal",0
"sauce","cereal",0
"soda","cereal",0
"soup","cereal",0
"spaghetti","cereal",0
"strawberry","cereal",0
"toast","cereal",0
"tuna","cereal",0
"vanilla","cereal",0
"vitamins","cereal",0
"water","cereal",0
"yogurt","cereal",0
"beads","cereal",0
"belt","cereal",0
"bib","cereal",0
"boots","cereal",0
"button","cereal",0
"coat","cereal",0
"diaper","cereal",0
"dress","cereal",0
"gloves","cereal",0
"hat","cereal",0
"jacket","cereal",0
"jeans","cereal",0
"mittens","cereal",0
"necklace","cereal",0
"pajamas","cereal",0
"pants","cereal",0
"scarf","cereal",0
"shirt","cereal",0
"shoe","cereal",0
"shorts","cereal",0
"slipper","cereal",0
"sneaker","cereal",0
"snowsuit","cereal",0
"sock","cereal",0
"sweater","cereal",0
"tights","cereal",0
"underpants","cereal",0
"zipper","cereal",0
"ankle","cereal",0
"arm","cereal",0
"belly button","cereal",0
"buttocks","cereal",0
"cheek","cereal",0
"chin","cereal",0
"ear","cereal",0
"eye","cereal",0
"face","cereal",0
"finger","cereal",0
"foot","cereal",0
"hair","cereal",0
"hand","cereal",0
"head","cereal",0
"knee","cereal",0
"leg","cereal",0
"lips","cereal",0
"mouth","cereal",0
"nose","cereal",0
"owie","cereal",0
"penis","cereal",0
"shoulder","cereal",0
"toe","cereal",0
"tongue","cereal",0
"tooth","cereal",0
"tummy","cereal",0
"vagina","cereal",0
"basket","cereal",0
"blanket","cereal",0
"bottle","cereal",0
"bowl","cereal",1
"box","cereal",0
"broom","cereal",0
"brush","cereal",0
"bucket","cereal",0
"camera","cereal",0
"can","cereal",0
"clock","cereal",0
"comb","cereal",0
"cup","cereal",0
"dish","cereal",0
"fork","cereal",0
"garbage","cereal",0
"glass","cereal",0
"glasses","cereal",0
"hammer","cereal",0
"jar","cereal",0
"keys","cereal",0
"knife","cereal",0
"lamp","cereal",0
"light","cereal",0
"medicine","cereal",0
"money","cereal",0
"mop","cereal",0
"nail","cereal",0
"napkin","cereal",0
"paper","cereal",0
"penny","cereal",0
"picture","cereal",0
"pillow","cereal",0
"plant","cereal",0
"plate","cereal",0
"purse","cereal",0
"radio","cereal",0
"scissors","cereal",0
"soap","cereal",0
"spoon","cereal",1
"tape","cereal",0
"telephone","cereal",0
"tissue","cereal",0
"toothbrush","cereal",0
"towel","cereal",0
"trash","cereal",0
"tray","cereal",0
"vacuum","cereal",0
"walker","cereal",0
"watch","cereal",0
"basement","cereal",0
"bathroom","cereal",0
"bathtub","cereal",0
"bed","cereal",0
"bedroom","cereal",0
"bench","cereal",0
"chair","cereal",0
"closet","cereal",0
"couch","cereal",0
"crib","cereal",0
"door","cereal",0
"drawer","cereal",0
"dryer","cereal",0
"garage","cereal",0
"high chair","cereal",0
"kitchen","cereal",0
"living room","cereal",0
"oven","cereal",0
"play pen","cereal",0
"porch","cereal",0
"potty","cereal",0
"rocking chair","cereal",0
"refrigerator","cereal",0
"room","cereal",0
"shower","cereal",0
"sink","cereal",0
"sofa","cereal",0
"stairs","cereal",0
"stove","cereal",0
"table","cereal",0
"TV","cereal",0
"window","cereal",0
"washing machine","cereal",0
"backyard","cereal",0
"cloud","cereal",0
"flag","cereal",0
"flower","cereal",0
"garden","cereal",0
"grass","cereal",0
"hose","cereal",0
"ladder","cereal",0
"lawn mower","cereal",0
"moon","cereal",0
"pool","cereal",0
"rain","cereal",0
"rock","cereal",0
"roof","cereal",0
"sandbox","cereal",0
"shovel","cereal",0
"sidewalk","cereal",0
"sky","cereal",0
"slide","cereal",0
"snow","cereal",0
"snowman","cereal",0
"sprinkler","cereal",0
"star","cereal",0
"stick","cereal",0
"stone","cereal",0
"street","cereal",0
"sun","cereal",0
"swing","cereal",0
"tree","cereal",0
"water","cereal",0
"wind","cereal",0
"alligator","cheerios",0
"animal","cheerios",0
"ant","cheerios",0
"bear","cheerios",0
"bee","cheerios",0
"bird","cheerios",0
"bug","cheerios",0
"bunny","cheerios",0
"butterfly","cheerios",0
"cat","cheerios",0
"chicken","cheerios",0
"cow","cheerios",0
"deer","cheerios",0
"dog","cheerios",0
"donkey","cheerios",0
"duck","cheerios",0
"elephant","cheerios",0
"fish","cheerios",0
"frog","cheerios",0
"giraffe","cheerios",0
"goose","cheerios",0
"hen","cheerios",0
"horse","cheerios",0
"kitty","cheerios",0
"lamb","cheerios",0
"lion","cheerios",0
"monkey","cheerios",0
"moose","cheerios",0
"mouse","cheerios",0
"owl","cheerios",0
"penguin","cheerios",0
"pig","cheerios",0
"pony","cheerios",0
"puppy","cheerios",0
"rooster","cheerios",0
"sheep","cheerios",0
"squirrel","cheerios",0
"teddybear","cheerios",0
"tiger","cheerios",0
"turkey","cheerios",0
"turtle","cheerios",0
"wolf","cheerios",0
"zebra","cheerios",0
"airplane","cheerios",0
"bicycle","cheerios",0
"boat","cheerios",0
"bus","cheerios",0
"car","cheerios",0
"firetruck","cheerios",0
"helicopter","cheerios",0
"motorcycle","cheerios",0
"sled","cheerios",0
"stroller","cheerios",0
"tractor","cheerios",0
"train","cheerios",0
"tricycle","cheerios",0
"truck","cheerios",0
"ball","cheerios",0
"balloon","cheerios",0
"bat","cheerios",0
"block","cheerios",0
"book","cheerios",0
"bubbles","cheerios",0
"chalk","cheerios",0
"crayon","cheerios",0
"doll","cheerios",0
"game","cheerios",0
"glue","cheerios",0
"pen","cheerios",0
"pencil","cheerios",0
"play dough","cheerios",0
"present","cheerios",0
"puzzle","cheerios",0
"story","cheerios",0
"toy","cheerios",0
"apple","cheerios",0
"applesauce","cheerios",0
"banana","cheerios",0
"beans","cheerios",0
"bread","cheerios",0
"butter","cheerios",0
"cake","cheerios",0
"candy","cheerios",0
"carrots","cheerios",0
"cereal","cheerios",0
"cheerios","cheerios",0
"cheese","cheerios",0
"chicken","cheerios",0
"chocolate","cheerios",0
"coffee","cheerios",0
"coke","cheerios",0
"cookie","cheerios",0
"corn","cheerios",0
"cracker","cheerios",0
"donut","cheerios",0
"drink","cheerios",0
"egg","cheerios",0
"fish","cheerios",0
"food","cheerios",0
"french fries","cheerios",0
"grapes","cheerios",0
"green beans","cheerios",0
"gum","cheerios",0
"hamburger","cheerios",0
"ice","cheerios",0
"ice cream","cheerios",0
"jello","cheerios",0
"jelly","cheerios",0
"juice","cheerios",0
"lollipop","cheerios",0
"meat","cheerios",0
"melon","cheerios",0
"milk","cheerios",0
"muffin","cheerios",0
"noodles","cheerios",0
"nuts","cheerios",0
"orange","cheerios",0
"pancake","cheerios",0
"peas","cheerios",0
"peanut butter","cheerios",0
"pickle","cheerios",0
"pizza","cheerios",0
"popcorn","cheerios",0
"popsicle","cheerios",0
"potato chip","cheerios",0
"potato","cheerios",0
"pretzel","cheerios",0
"pudding","cheerios",0
"pumpkin","cheerios",0
"raisin","cheerios",0
"salt","cheerios",0
"sandwich","cheerios",0
"sauce","cheerios",0
"soda","cheerios",0
"soup","cheerios",0
"spaghetti","cheerios",0
"strawberry","cheerios",0
"toast","cheerios",0
"tuna","cheerios",0
"vanilla","cheerios",0
"vitamins","cheerios",0
"water","cheerios",0
"yogurt","cheerios",0
"beads","cheerios",0
"belt","cheerios",0
"bib","cheerios",0
"boots","cheerios",0
"button","cheerios",0
"coat","cheerios",0
"diaper","cheerios",0
"dress","cheerios",0
"gloves","cheerios",0
"hat","cheerios",0
"jacket","cheerios",0
"jeans","cheerios",0
"mittens","cheerios",0
"necklace","cheerios",0
"pajamas","cheerios",0
"pants","cheerios",0
"scarf","cheerios",0
"shirt","cheerios",0
"shoe","cheerios",0
"shorts","cheerios",0
"slipper","cheerios",0
"sneaker","cheerios",0
"snowsuit","cheerios",0
"sock","cheerios",0
"sweater","cheerios",0
"tights","cheerios",0
"underpants","cheerios",0
"zipper","cheerios",0
"ankle","cheerios",0
"arm","cheerios",0
"belly button","cheerios",0
"buttocks","cheerios",0
"cheek","cheerios",0
"chin","cheerios",0
"ear","cheerios",0
"eye","cheerios",0
"face","cheerios",0
"finger","cheerios",0
"foot","cheerios",0
"hair","cheerios",0
"hand","cheerios",0
"head","cheerios",0
"knee","cheerios",0
"leg","cheerios",0
"lips","cheerios",0
"mouth","cheerios",0
"nose","cheerios",0
"owie","cheerios",0
"penis","cheerios",0
"shoulder","cheerios",0
"toe","cheerios",0
"tongue","cheerios",0
"tooth","cheerios",0
"tummy","cheerios",0
"vagina","cheerios",0
"basket","cheerios",0
"blanket","cheerios",0
"bottle","cheerios",0
"bowl","cheerios",0
"box","cheerios",0
"broom","cheerios",0
"brush","cheerios",0
"bucket","cheerios",0
"camera","cheerios",0
"can","cheerios",0
"clock","cheerios",0
"comb","cheerios",0
"cup","cheerios",0
"dish","cheerios",0
"fork","cheerios",0
"garbage","cheerios",0
"glass","cheerios",0
"glasses","cheerios",0
"hammer","cheerios",0
"jar","cheerios",0
"keys","cheerios",0
"knife","cheerios",0
"lamp","cheerios",0
"light","cheerios",0
"medicine","cheerios",0
"money","cheerios",0
"mop","cheerios",0
"nail","cheerios",0
"napkin","cheerios",0
"paper","cheerios",0
"penny","cheerios",0
"picture","cheerios",0
"pillow","cheerios",0
"plant","cheerios",0
"plate","cheerios",0
"purse","cheerios",0
"radio","cheerios",0
"scissors","cheerios",0
"soap","cheerios",0
"spoon","cheerios",0
"tape","cheerios",0
"telephone","cheerios",0
"tissue","cheerios",0
"toothbrush","cheerios",0
"towel","cheerios",0
"trash","cheerios",0
"tray","cheerios",0
